offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q3_balance,range,min
No,Air Miles,Postcard,Low,1,No,High,2,1,4,No,1507.5,1764.0,1134.0,926.0
No,Cash Back,Letter,High,1,No,High,1,2,5,Yes,1065.75,1566.0,979.0,587.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1162.5,1272.0,484.0,867.0
No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1045.5,873.0,297.0,873.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,5,No,1164.75,1992.0,1914.0,78.0
No,Air Miles,Postcard,High,1,Yes,High,1,2,4,Yes,742.0,764.0,338.0,560.0
No,Points,Letter,Medium,2,No,Medium,2,1,2,Yes,1262.5,1396.0,1025.0,754.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,947.5,906.0,1469.0,204.0
No,Points,Letter,Medium,1,No,High,2,1,1,No,930.0,783.0,1336.0,284.0
No,Points,Letter,Medium,2,No,Medium,2,1,5,Yes,1263.25,1606.0,1361.0,447.0
No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,998.5,992.0,1870.0,58.0
No,Cash Back,Letter,Medium,2,No,Low,4,1,2,Yes,1248.0,2097.0,2085.0,12.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,950.5,910.0,1497.0,146.0
No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,885.5,2062.0,1929.0,133.0
No,Cash Back,Letter,High,2,No,Medium,1,1,3,Yes,1255.0,1974.0,1560.0,414.0
No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,1258.75,851.0,1307.0,851.0
No,Points,Letter,High,1,No,Low,3,1,3,Yes,280.0,268.0,269.0,151.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,4,No,906.75,1465.0,1428.0,112.0
No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,907.5,766.0,224.0,766.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1022.25,847.0,1231.0,391.0
No,Cash Back,Letter,Low,1,No,High,3,1,5,Yes,1050.0,856.0,1453.0,404.0
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1115.5,1194.0,1068.0,643.0
No,Points,Postcard,High,1,No,Medium,1,2,6,No,716.25,527.0,411.0,527.0
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1038.0,777.0,1753.0,197.0
No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,1049.25,881.0,1480.0,384.0
Yes,Cash Back,Postcard,High,1,No,Low,3,1,5,Yes,232.25,476.0,439.0,37.0
No,Air Miles,Letter,High,1,Yes,Low,1,1,5,No,645.25,637.0,157.0,591.0
No,Points,Postcard,Medium,1,No,Low,1,1,4,No,1049.0,848.0,1176.0,425.0
No,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,1320.0,2193.0,1350.0,843.0
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,No,548.5,518.0,98.0,516.0
No,Air Miles,Postcard,Medium,1,Yes,High,3,1,4,No,1167.25,1498.0,943.0,695.0
No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,No,558.25,526.0,114.0,514.0
No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,1297.75,2057.0,1791.0,266.0
No,Points,Letter,High,1,No,Low,2,1,2,Yes,1232.5,1111.0,585.0,904.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,2,5,Yes,1106.75,1359.0,1570.0,105.0
No,Cash Back,Postcard,High,1,Yes,Medium,3,1,3,No,1026.5,1251.0,1260.0,465.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,677.25,694.0,163.0,565.0
Yes,Cash Back,Postcard,Low,2,No,Low,2,1,3,Yes,1083.5,1248.0,859.0,528.0
No,Points,Postcard,Medium,1,No,Medium,1,2,2,No,1245.25,912.0,1189.0,672.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,2,4,No,933.75,665.0,1625.0,130.0
No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,Yes,675.25,815.0,309.0,506.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,2,3,Yes,1026.75,673.0,1651.0,224.0
No,Cash Back,Postcard,Low,1,No,High,2,2,5,Yes,889.0,693.0,1500.0,60.0
No,Cash Back,Letter,High,1,No,Low,2,1,4,No,994.5,617.0,1536.0,219.0
No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,191.0,427.0,352.0,75.0
No,Air Miles,Letter,High,1,Yes,Medium,1,1,4,Yes,1191.25,1675.0,1172.0,503.0
No,Air Miles,Letter,Medium,3,No,Low,2,2,4,Yes,1114.75,1858.0,1448.0,410.0
No,Cash Back,Postcard,High,1,No,High,3,1,4,Yes,165.5,114.0,357.0,51.0
No,Points,Letter,Medium,1,Yes,Low,2,1,5,Yes,1259.0,1249.0,286.0,1121.0
No,Air Miles,Postcard,High,1,No,Medium,2,1,2,Yes,996.0,635.0,1730.0,160.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,1111.5,1807.0,1413.0,394.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,201.0,299.0,374.0,24.0
No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1173.25,826.0,1555.0,418.0
Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,986.0,925.0,1160.0,360.0
No,Cash Back,Letter,Medium,1,No,High,1,2,4,Yes,1651.25,1624.0,351.0,1519.0
No,Cash Back,Postcard,Medium,2,No,High,1,1,5,Yes,1111.0,1324.0,522.0,840.0
No,Air Miles,Postcard,Low,2,No,High,1,1,4,Yes,924.75,539.0,983.0,521.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,No,1104.5,1573.0,1485.0,88.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,1235.0,1130.0,1119.0,747.0
No,Cash Back,Letter,High,3,No,Low,1,2,6,Yes,1062.5,572.0,1461.0,403.0
No,Air Miles,Letter,Low,1,No,High,3,1,2,Yes,1033.0,751.0,1518.0,426.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,No,212.0,491.0,449.0,42.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,No,1043.75,732.0,1041.0,484.0
Yes,Air Miles,Letter,Medium,1,No,Low,1,2,2,No,849.25,1420.0,1360.0,70.0
No,Points,Postcard,High,1,Yes,High,1,1,5,Yes,1258.5,1088.0,912.0,1005.0
No,Points,Postcard,High,1,Yes,High,2,1,5,Yes,1019.5,936.0,1484.0,184.0
No,Air Miles,Letter,Medium,2,Yes,Low,2,3,3,Yes,736.75,860.0,318.0,542.0
No,Air Miles,Letter,Medium,1,Yes,Low,1,1,5,Yes,1358.5,1395.0,158.0,1275.0
No,Points,Letter,Medium,1,Yes,Medium,3,1,3,Yes,1144.75,1648.0,1794.0,147.0
No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,223.25,218.0,390.0,80.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,207.5,144.0,324.0,13.0
No,Points,Postcard,Low,2,Yes,Medium,2,1,3,No,1195.5,1918.0,1251.0,667.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,819.5,925.0,266.0,661.0
No,Points,Postcard,Low,2,Yes,Medium,2,1,3,Yes,1185.5,2028.0,1268.0,760.0
No,Points,Letter,Medium,1,No,Medium,1,2,4,No,779.0,501.0,466.0,501.0
No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,883.5,1293.0,926.0,367.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,200.0,156.0,391.0,70.0
No,Cash Back,Postcard,Medium,2,No,High,3,2,4,No,1106.75,1416.0,441.0,975.0
No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,269.5,369.0,171.0,198.0
No,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,1228.0,2080.0,1618.0,462.0
No,Cash Back,Letter,High,1,No,Low,3,2,3,No,956.0,476.0,1180.0,476.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,4,Yes,944.5,992.0,1456.0,45.0
No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1213.5,1135.0,1471.0,578.0
No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,213.0,371.0,296.0,75.0
No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,1094.5,1576.0,1401.0,175.0
No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,1230.75,975.0,1004.0,760.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1263.0,1005.0,834.0,1005.0
No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,755.75,603.0,319.0,603.0
No,Cash Back,Letter,High,3,Yes,Medium,2,1,4,No,669.0,679.0,65.0,637.0
No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,No,1360.0,2199.0,1438.0,761.0
No,Cash Back,Postcard,High,1,No,High,2,1,5,No,1371.5,2208.0,1432.0,776.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,2,No,945.5,1122.0,1213.0,341.0
No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,180.0,274.0,244.0,40.0
No,Air Miles,Letter,High,2,Yes,Low,2,1,3,Yes,91.25,201.0,191.0,10.0
No,Cash Back,Postcard,High,1,No,Medium,1,1,2,Yes,810.5,771.0,399.0,589.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,1059.5,829.0,1263.0,390.0
No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,813.0,1405.0,1370.0,35.0
No,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,1079.0,2070.0,1701.0,369.0
No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1036.75,965.0,1491.0,197.0
No,Points,Letter,Medium,1,No,Low,3,2,2,Yes,1226.0,987.0,1411.0,748.0
No,Air Miles,Postcard,Medium,2,No,High,2,2,2,Yes,1350.0,1716.0,929.0,894.0
No,Points,Letter,Low,1,No,High,1,1,5,Yes,1082.25,1584.0,1104.0,480.0
No,Points,Letter,High,1,No,High,1,1,4,No,755.0,866.0,263.0,620.0
No,Cash Back,Letter,Medium,1,No,High,2,1,1,Yes,990.75,1883.0,1576.0,307.0
No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,819.0,812.0,598.0,558.0
Yes,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,1,No,758.5,780.0,281.0,612.0
No,Air Miles,Letter,High,1,No,Medium,2,1,4,Yes,1626.75,1663.0,156.0,1531.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,3,No,736.5,930.0,293.0,637.0
No,Air Miles,Letter,High,1,No,Low,2,2,1,Yes,1641.75,1735.0,216.0,1527.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,5,Yes,1049.25,1288.0,1584.0,401.0
No,Air Miles,Letter,High,1,No,High,1,2,3,No,241.5,135.0,396.0,41.0
No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,201.0,177.0,124.0,147.0
No,Points,Postcard,Low,2,No,Low,2,2,2,No,996.75,1013.0,1081.0,531.0
No,Points,Postcard,High,2,No,Low,2,1,4,No,878.25,773.0,223.0,773.0
No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1087.0,1556.0,1020.0,547.0
No,Air Miles,Letter,High,1,No,High,2,2,3,No,1042.75,803.0,1279.0,406.0
No,Points,Letter,Low,1,No,Medium,2,1,5,Yes,1239.25,1353.0,641.0,984.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1218.75,1058.0,1450.0,307.0
No,Cash Back,Postcard,Low,2,No,High,2,1,4,No,976.75,811.0,1463.0,112.0
No,Air Miles,Letter,High,1,No,Medium,1,1,6,Yes,1307.5,720.0,1472.0,720.0
Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,1,No,201.75,68.0,460.0,32.0
No,Points,Postcard,Medium,1,No,Low,3,2,5,Yes,1100.0,1139.0,1552.0,142.0
No,Air Miles,Letter,Medium,2,Yes,Low,2,2,3,No,741.0,912.0,339.0,573.0
Yes,Points,Letter,High,2,No,Medium,1,1,5,Yes,1766.5,1569.0,343.0,1569.0
Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,No,948.5,1679.0,1576.0,103.0
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1261.25,1329.0,1230.0,446.0
No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,908.5,1588.0,1072.0,516.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,1360.75,972.0,1425.0,649.0
Yes,Air Miles,Postcard,Medium,2,Yes,High,2,1,3,Yes,1193.5,435.0,1667.0,435.0
No,Points,Letter,Medium,1,No,High,3,1,4,Yes,1325.0,710.0,1247.0,710.0
No,Air Miles,Letter,Medium,1,No,Low,4,1,3,Yes,1182.25,1614.0,997.0,617.0
No,Points,Letter,Low,1,No,Medium,2,1,3,No,935.5,570.0,1739.0,127.0
No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,991.0,633.0,1742.0,217.0
No,Cash Back,Postcard,Low,1,Yes,High,3,1,3,No,1056.5,798.0,1381.0,356.0
No,Points,Postcard,Medium,1,Yes,Medium,2,2,3,Yes,952.25,1061.0,597.0,650.0
No,Air Miles,Letter,High,1,No,Medium,3,2,3,No,784.25,870.0,194.0,676.0
No,Cash Back,Postcard,Low,1,No,High,1,1,2,No,253.0,468.0,439.0,29.0
No,Air Miles,Letter,High,3,No,Medium,2,1,3,No,1257.0,2284.0,1708.0,576.0
No,Cash Back,Letter,Medium,1,Yes,High,3,1,3,Yes,1197.75,1089.0,1559.0,197.0
No,Air Miles,Letter,High,1,No,High,2,1,4,No,153.25,335.0,298.0,37.0
No,Points,Postcard,Medium,1,No,Low,3,1,5,Yes,799.0,923.0,1152.0,179.0
No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1121.5,836.0,1511.0,484.0
Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,629.75,523.0,149.0,523.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,788.0,877.0,329.0,582.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,No,225.75,107.0,345.0,76.0
No,Cash Back,Letter,Low,2,No,High,3,1,5,Yes,749.0,924.0,362.0,562.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1045.75,1261.0,733.0,528.0
No,Points,Postcard,Medium,1,No,High,1,1,4,No,1330.75,2255.0,1762.0,493.0
Yes,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,949.5,542.0,1424.0,262.0
Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,1071.5,926.0,1476.0,234.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,No,1814.75,1985.0,476.0,1509.0
No,Points,Letter,Medium,1,Yes,Low,2,1,5,No,2336.75,2180.0,1540.0,1638.0
No,Points,Letter,Low,1,No,High,1,1,2,Yes,937.0,535.0,1805.0,138.0
No,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,173.0,132.0,345.0,24.0
No,Points,Letter,Low,1,No,High,3,1,2,Yes,1204.75,2032.0,1917.0,115.0
No,Points,Postcard,Medium,2,Yes,High,3,1,3,Yes,695.0,1268.0,1122.0,146.0
No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1062.25,877.0,1627.0,268.0
No,Points,Postcard,Low,2,No,Medium,2,1,5,No,936.0,1580.0,1169.0,411.0
No,Cash Back,Postcard,High,1,No,Low,3,2,3,No,959.0,679.0,1402.0,130.0
No,Cash Back,Postcard,Medium,1,Yes,High,1,1,4,Yes,227.0,415.0,333.0,82.0
No,Cash Back,Postcard,Medium,1,Yes,High,1,1,3,Yes,1051.75,629.0,1670.0,223.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,6,Yes,798.5,952.0,390.0,562.0
No,Points,Letter,Medium,1,Yes,Medium,2,1,5,Yes,1101.5,1097.0,1442.0,216.0
No,Points,Letter,Medium,1,No,High,1,1,3,No,744.5,767.0,61.0,716.0
No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,745.25,665.0,240.0,665.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1049.75,1736.0,1259.0,477.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1078.5,1968.0,1820.0,148.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,3,No,1010.25,1370.0,612.0,758.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,No,116.25,72.0,159.0,44.0
No,Points,Letter,Low,1,No,Low,2,1,3,Yes,700.25,628.0,343.0,555.0
No,Points,Letter,Medium,1,No,High,2,1,5,Yes,1273.5,1373.0,1055.0,663.0
No,Points,Postcard,Low,1,No,High,3,2,3,No,1126.0,1371.0,1293.0,417.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1030.25,2013.0,1823.0,190.0
No,Air Miles,Postcard,Medium,1,No,High,4,1,3,Yes,793.5,922.0,263.0,659.0
No,Cash Back,Letter,High,1,No,High,2,2,4,Yes,884.75,538.0,1439.0,265.0
No,Points,Postcard,Low,1,No,High,1,1,2,No,789.75,809.0,363.0,556.0
No,Air Miles,Postcard,Low,1,No,High,2,1,6,No,1025.0,607.0,1424.0,300.0
No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,959.0,1716.0,1485.0,231.0
No,Points,Letter,Medium,1,Yes,Medium,2,1,3,Yes,613.0,581.0,151.0,571.0
Yes,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,867.0,732.0,267.0,732.0
Yes,Points,Postcard,Medium,1,No,Low,2,1,4,No,1215.5,1763.0,1317.0,446.0
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,891.75,1125.0,1234.0,364.0
No,Cash Back,Postcard,Low,2,Yes,Low,2,1,3,Yes,922.5,435.0,1293.0,238.0
No,Points,Letter,Medium,2,No,High,1,1,4,Yes,1673.25,1560.0,364.0,1544.0
No,Air Miles,Postcard,High,1,No,High,2,2,3,Yes,760.25,721.0,277.0,595.0
No,Air Miles,Letter,Medium,1,Yes,Low,3,1,3,No,273.5,13.0,422.0,13.0
No,Cash Back,Postcard,High,1,No,High,3,1,2,Yes,1328.25,1282.0,798.0,966.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,252.25,88.0,233.0,88.0
No,Points,Postcard,Medium,1,No,Medium,2,1,5,No,667.0,648.0,366.0,535.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,1,No,749.25,725.0,178.0,674.0
No,Cash Back,Postcard,Low,1,No,Medium,3,1,2,Yes,1207.5,1788.0,1584.0,251.0
No,Air Miles,Postcard,Medium,1,Yes,High,1,1,5,No,1095.0,992.0,1173.0,569.0
No,Air Miles,Postcard,Medium,1,No,High,1,2,3,No,707.75,545.0,437.0,544.0
No,Air Miles,Postcard,Medium,1,No,High,4,1,4,Yes,1240.25,985.0,1018.0,715.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,1168.25,780.0,1213.0,780.0
No,Cash Back,Postcard,High,2,No,Medium,1,2,4,Yes,1189.75,1337.0,409.0,991.0
No,Points,Postcard,Medium,1,No,Low,1,1,3,No,1263.0,1753.0,1492.0,521.0
No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,990.0,895.0,451.0,721.0
No,Cash Back,Letter,Medium,2,No,High,4,1,4,Yes,1268.75,1169.0,1120.0,860.0
No,Points,Postcard,High,1,Yes,Medium,1,1,3,No,184.5,230.0,248.0,70.0
No,Cash Back,Postcard,Medium,3,No,Medium,1,1,4,No,197.75,187.0,241.0,114.0
No,Air Miles,Letter,Medium,1,Yes,Medium,3,1,3,Yes,1609.25,2266.0,1433.0,833.0
No,Points,Letter,Low,1,Yes,Low,1,2,3,Yes,1175.75,1359.0,1573.0,235.0
No,Air Miles,Letter,High,2,No,High,2,2,6,Yes,1350.0,1008.0,716.0,1008.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1272.0,2288.0,1838.0,450.0
No,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,3,Yes,954.25,1112.0,860.0,469.0
No,Points,Letter,Low,1,Yes,Low,1,1,2,Yes,1196.75,1237.0,1224.0,553.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1355.5,1316.0,684.0,966.0
No,Points,Letter,Medium,1,No,Low,2,1,5,No,268.0,295.0,368.0,61.0
No,Air Miles,Postcard,Low,2,No,Low,3,1,3,No,933.25,594.0,1797.0,43.0
Yes,Points,Letter,High,1,Yes,Medium,2,1,2,No,1210.75,492.0,1208.0,492.0
No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,No,206.0,148.0,451.0,24.0
No,Cash Back,Letter,Medium,1,No,Medium,4,1,2,Yes,1289.0,1226.0,1010.0,858.0
No,Points,Letter,Medium,1,Yes,Medium,1,1,4,Yes,970.25,1008.0,918.0,540.0
Yes,Points,Postcard,Low,1,Yes,Medium,1,2,5,No,306.75,334.0,258.0,151.0
No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,Yes,1031.0,2096.0,1594.0,502.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1011.25,793.0,1573.0,205.0
No,Air Miles,Postcard,Low,1,No,Low,1,2,2,Yes,1198.25,1359.0,1228.0,591.0
No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1336.25,889.0,1296.0,889.0
No,Cash Back,Letter,Medium,1,No,Low,3,1,3,Yes,905.0,741.0,1571.0,55.0
No,Points,Postcard,High,1,No,High,2,1,4,Yes,1408.25,1956.0,1217.0,739.0
No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,2,Yes,1248.25,1127.0,689.0,920.0
No,Points,Postcard,High,1,No,Low,1,2,5,Yes,1005.75,1117.0,1718.0,115.0
No,Cash Back,Letter,Medium,1,No,High,1,2,4,Yes,322.5,297.0,413.0,78.0
No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,Yes,1261.75,1353.0,1639.0,435.0
No,Cash Back,Postcard,High,1,Yes,Low,1,2,2,Yes,645.5,1233.0,1221.0,12.0
Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,977.5,1531.0,1703.0,25.0
No,Points,Postcard,Low,2,No,High,4,1,3,No,310.0,173.0,254.0,173.0
No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,948.75,1407.0,1204.0,243.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1006.5,571.0,1579.0,325.0
No,Points,Postcard,Medium,2,No,High,3,1,5,Yes,145.25,29.0,246.0,27.0
No,Cash Back,Letter,Medium,1,Yes,Low,3,1,3,Yes,230.25,12.0,456.0,12.0
No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1058.0,947.0,1566.0,220.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,2,No,329.5,445.0,365.0,100.0
No,Cash Back,Letter,High,1,Yes,High,2,1,2,Yes,831.0,608.0,1019.0,277.0
No,Points,Letter,Medium,1,No,High,2,1,2,No,717.5,795.0,287.0,529.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,3,No,164.0,117.0,327.0,17.0
No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,758.25,694.0,426.0,554.0
No,Points,Letter,Low,1,No,Medium,2,1,5,Yes,251.75,283.0,436.0,7.0
No,Points,Postcard,Low,1,No,Medium,1,1,3,Yes,866.5,1983.0,1794.0,189.0
No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,No,1153.0,1435.0,694.0,741.0
No,Air Miles,Postcard,Medium,2,No,High,2,2,2,Yes,975.5,1071.0,945.0,336.0
No,Points,Postcard,Low,1,No,High,1,2,2,Yes,202.25,265.0,392.0,4.0
No,Points,Letter,Medium,2,No,Medium,1,2,2,No,1215.25,1800.0,1353.0,506.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,717.25,618.0,333.0,604.0
No,Cash Back,Postcard,High,2,No,High,1,1,3,Yes,1263.25,1999.0,1495.0,504.0
No,Points,Postcard,Low,1,No,High,1,1,2,No,341.5,492.0,338.0,154.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,754.75,911.0,1134.0,159.0
No,Air Miles,Postcard,High,1,No,Low,3,1,4,No,1223.75,1195.0,626.0,963.0
No,Air Miles,Postcard,Medium,1,No,Low,2,2,5,No,1004.75,913.0,1001.0,556.0
Yes,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1191.75,1529.0,1013.0,708.0
No,Points,Letter,Low,2,No,Medium,1,1,3,No,982.0,1059.0,628.0,579.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,1145.75,1656.0,1631.0,29.0
No,Air Miles,Postcard,Medium,2,No,High,3,1,2,Yes,1018.0,1146.0,1815.0,178.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,No,1012.5,512.0,1394.0,409.0
No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1250.5,833.0,1073.0,833.0
Yes,Points,Postcard,Medium,1,No,Low,1,2,3,Yes,1079.0,1530.0,1549.0,37.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1041.5,1809.0,1344.0,465.0
Yes,Air Miles,Letter,Medium,1,No,Medium,1,2,3,No,962.75,925.0,1164.0,521.0
No,Air Miles,Postcard,Low,1,No,Medium,3,2,3,Yes,195.5,125.0,267.0,125.0
No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,1046.75,999.0,605.0,759.0
No,Air Miles,Postcard,Low,1,No,Low,1,1,5,Yes,769.75,409.0,927.0,275.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,1045.0,2122.0,1595.0,527.0
Yes,Cash Back,Postcard,Low,1,No,Medium,4,1,5,Yes,318.5,387.0,273.0,114.0
No,Cash Back,Letter,Medium,1,Yes,Medium,3,2,4,No,1803.75,1785.0,184.0,1725.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,819.75,930.0,551.0,524.0
No,Points,Postcard,Medium,1,No,Medium,1,1,2,No,1226.5,1739.0,1892.0,287.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,4,No,668.5,830.0,319.0,511.0
No,Air Miles,Postcard,Low,1,No,High,2,1,4,No,968.25,1132.0,1066.0,215.0
No,Air Miles,Letter,High,1,No,Low,1,1,3,No,700.25,894.0,315.0,579.0
No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1083.75,980.0,1615.0,382.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,1,Yes,1108.5,1276.0,1097.0,543.0
No,Cash Back,Postcard,High,1,No,Medium,1,1,3,No,1251.25,1783.0,1154.0,629.0
No,Points,Letter,Medium,1,No,High,2,2,3,Yes,693.0,906.0,379.0,527.0
No,Points,Letter,Medium,1,Yes,Low,2,1,2,Yes,834.25,970.0,279.0,691.0
No,Points,Postcard,Medium,2,Yes,High,3,2,3,Yes,1005.25,1494.0,728.0,766.0
No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,1158.5,2194.0,1798.0,396.0
No,Points,Postcard,High,1,No,High,2,1,6,Yes,927.75,557.0,1462.0,142.0
No,Points,Letter,High,2,No,High,2,1,3,Yes,998.0,456.0,1710.0,306.0
No,Points,Postcard,Medium,1,No,Medium,3,1,4,No,1231.0,1160.0,904.0,787.0
No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,245.75,188.0,159.0,175.0
No,Points,Postcard,High,1,No,High,1,1,5,Yes,1094.75,899.0,1456.0,446.0
